address,price,bedrooms,baths,build_area,special_notes
"Grandstone at Sunrise
 | 24701 N Lake Pleasant Pkwy, Peoria, AZ 85383","$1,699+/mo",1-3 bed,1-2.5 bath,"661-1,437 sq ft",15 units available; Pets welcome; Laundry in unit
